Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 3 - Jungle 3	78	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	86	88	0	0	0	0	0	0	53	54	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	50	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	5	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	24	21	Flayer Jungle	To The Flayer Jungle	A3L4	31	43	40	52	43	69	0	0	50	15	45	35	50	25	0	0	0
Act 3 - Kurast 1	79	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	52	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4		clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	rat	minispider	snake	parrot	30	30	30	30					0	25	22	Lower Kurast	To Lower Kurast	A3L5	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0	0
Act 3 - Kurast 2	80	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	94	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	52	81	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4		clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	rat	minispider	snake	parrot	30	30	30	30					0	25	23	Kurast Bazaar	To The Kurast Bazaar	A3L6	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 3	81	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	23	48	73	23	52	81	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4		clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	rat	minispider	snake	parrot	30	30	30	30					0	25	24	Upper Kurast	To Upper Kurast	A3L7	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 4	82	2	2			57	48	16	48	16	48	16	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	98	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	24	53	81	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk3	sandraider5	baboon5	mosquito2	arach5	frogdemon3	tentaclehead3	zealot3	cantor3	councilmember2	fingermage1	bighead5	sandleaper5	batdemon5	quillrat6	vulture4	scarab5	clawviper5	arach4	batdemon4	brute5	vampire3	swarm4	mummy4	unraveler4		thornhulk3	sandraider5	baboon5	mosquito2	arach5	frogdemon3	tentaclehead3	zealot3	cantor3	councilmember2	fingermage1	bighead5	sandleaper5	batdemon5	quillrat6	vulture4	scarab5	clawviper5	arach4	batdemon4	brute5	vampire3	swarm4	mummy4	unraveler4	thornhulk3	sandraider5	baboon5	mosquito2	arach5	frogdemon3	tentaclehead3	zealot3	cantor3	councilmember2	fingermage1	bighead5	sandleaper5	batdemon5	quillrat6	vulture4	scarab5	clawviper5	arach4	batdemon4	brute5	vampire3	swarm4	mummy4	unraveler4	rat	minispider	snake	parrot	30	30	30	30					0	25	255	Kurast Causeway	To The Kurast Causeway	A3L8	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Travincal	83	2	2			57	64	64	64	64	64	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	100	0	0	0	0	0	0	0	64	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	24	54	82	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk3	sandraider5	baboon5	mosquito2	arach5	frogdemon3	tentaclehead3	zealot3	cantor3	councilmember2	fingermage1	bighead5	sandleaper5	batdemon5	quillrat6	vulture4	scarab5	clawviper5	arach4	batdemon4	brute5	vampire3	swarm4	mummy4	unraveler4		thornhulk3	sandraider5	baboon5	mosquito2	arach5	frogdemon3	tentaclehead3	zealot3	cantor3	councilmember2	fingermage1	bighead5	sandleaper5	batdemon5	quillrat6	vulture4	scarab5	clawviper5	arach4	batdemon4	brute5	vampire3	swarm4	mummy4	unraveler4	thornhulk3	sandraider5	baboon5	mosquito2	arach5	frogdemon3	tentaclehead3	zealot3	cantor3	councilmember2	fingermage1	bighead5	sandleaper5	batdemon5	quillrat6	vulture4	scarab5	clawviper5	arach4	batdemon4	brute5	vampire3	swarm4	mummy4	unraveler4	rat	minispider	snake	parrot	30	30	30	30					0	25	25	Travincal	To Travincal	A3L9	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0	0
Act 3 - Spider 1	84	2	2			58	200	200	200	200	200	200	1500	1000	0	1	1	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	71	21	50	79	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	29	255	Spider Cave	To The Spider Cave	A3L10	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Spider 2	85	2	2			59	200	200	200	200	200	200	1500	1300	0	1	1	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	71	21	50	79	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	29	255	Spider Cavern	To The Spider Cavern	A3L11	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Dungeon 1 A	86	2	2			60	200	200	200	200	200	200	2000	1000	0	1	1	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	87	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	51	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	A3L12	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 B	87	2	2			61	200	200	200	200	200	200	2000	1300	0	1	1	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	90	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	51	81	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	A3L13	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 A	88	2	2			62	200	200	200	200	200	200	2000	1600	0	1	1	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	51	81	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	A3L14	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 B	89	2	2			63	200	200	200	200	200	200	2000	1900	0	1	1	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	51	82	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	A3L15	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 Treasure	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	1	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	51	82	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	A3L16	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 Treasure	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	1	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	89	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	51	83	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	A3L17	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	0
Act 3 - Sewer 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	1	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1	0	255	255	255	0	0	1	0	2025	23	48	73	23	52	84	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4		clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	rat	minispider	snake	parrot	30	30	30	30					0	26	255	Sewers Level 1	To The Sewers Level 1	A3L18	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Sewer 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	1	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	49	74	24	53	85	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4		clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	rat	minispider	snake	parrot	30	30	30	30					0	26	255	Sewers Level 2	To The Sewers Level 2	A3L19	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Temple 1	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	1	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	53	84	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4		clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	rat	minispider	snake	parrot	30	30	30	30					0	28	255	Ruined Temple	To The Ruined Temple	A3L20	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 2	95	2	2			69	24	24	24	24	24	24	3000	1124	0	1	1	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	53	84	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4		clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	clawviper5	baboon4	scarab5	bonefetish4	vulture4	fetish4	fetishblow4	fetishshaman4	mummy4	unraveler4	mosquito3	frogdemon2	tentaclehead2	willowisp2	arach4	batdemon4	brute5	corruptrogue5	cr_archer5	cr_lancer5	zealot2	cantor2	vampire3	councilmember1	swarm4	rat	minispider	snake	parrot	30	30	30	30					0	28	255	Disused Fane	To The Disused Fane	A3L21	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
